wordform,occurence
миэтирэни,2
миэтирэтин,1
миэтирэттэн,1
миэтирэтэ,1
миэтирэҕэ,11
миэтэр,1
миэтэрэ,289
миэтэрэлээх,10
миэтэрэнэн,2
миэтэрэрэн,1
миэтэрэтигэр,1
миэтэрэтин,4
миэтэрэттэн,18
миэтэрэтэ,1
миэтэрэтэн,1
миэтэрэҕэ,83
миэхэ,217
миэхэҕэ,4
миядзаки,1
миҥэ,5
миҥэлэрин,2
миҥэлээх,1
миҥэлээхтэрин,1
миҥэни,8
миҥэтин,18
миҥэтэ,22
мкад,1
мкоаттан,1
мкрн,3
мкт,2
мку,1
младенцев,25
младшай,4
младшая,1
младший,4
младшим,1
младшими,1
млн,79
млрд,101
мма,34
ммвб,1
мная,2
мне,8
мненефиолетово,1
мнение,2
мнениета,1
мнениетэ,2
мнефиолетово,2
мниистирэ,1
мнистиэристибэтин,1
мнн,4
многие,3
многих,5
много,11
многоборье,9
многоборьенан,1
многоборьеттан,1
многоборьетыгар,1
многоборьетын,1
многоборьеҕа,4
многоводие,1
многогранник,1
многодетная,3
многодетной,1
многое,6
многократным,1
многолетняя,1
многом,1
многонациональной,1
многообразны,1
многофункциональнай,4
множество,1
мной,1
мною,8
мобил,22
мобилизационнай,1
мобилизациялааһын,1
мобилизациялыыр,1
мобильнаи,1
мобильнай,74
мобильная,2
мобильной,3
мобильные,1
мобильный,1
мобильных,2
мобка,1
мобу,1
мов,2
мог,2
могилев,2
могли,4
могло,1
могой,1
могол,1
могу,1
могут,19
могущества,1
могущими,1
мод,2
мода,5
моделей,1
модели,2
моделирование,1
моделированиены,1
моделированиенэн,1
моделированиялары,1
моделированиятынан,1
моделлаа,1
моделлар,1
моделлара,1
моделлары,2
моделларыгар,1
моделларын,1
моделын,1
модель,3
модельер,3
модельлаах,1
модельнай,13
моделэ,3
модем,1
модератор,1
модерн,1
модернизации,1
модернизация,1
модернизациялааһын,3
модернизацияламматаҕына,1
модернизацияланыахтаах,1
модернизацияны,1
модернизировать,2
модификацията,1
моднай,1
модница,1
модулунан,1
модуль,1
модульнай,10
модульная,1
модультан,1
модун,126
модуппут,1
модуппутугар,1
модут,4
модуттааҕы,1
модуттар,2
модуҥҥа,1
моды,1
модьо,1
модьоҕо,1
модьоҕолоох,1
модьоҕолорун,2
модьоҕону,2
модьоҕотугар,4
модьоҕотун,1
модьу,32
модьугу,6
модьугулар,2
модьуйабын,1
модьуйан,1
модьуйар,1
модьуйбатыбыт,1
модьуйбутугар,1
модьуйуохтара,1
модьуйуу,1
модьуйуулары,1
модьуйууларын,1
модьуруур,4
модьурҕаатаҕа,2
модьутун,1
модьуугшаах,2
модьуун,2
модьууннаах,4
модьуунунан,2
мое,4
моевкалар,2
моего,2
моей,1
моему,1
можайскай,3
можем,1
может,47
можжевельник,2
можно,17
мозаика,2
мозаикалаах,1
мозаиканан,1
мозамбик,6
мозамбиктыын,1
мозес,1
мои,4
моисеев,1
моисеева,9
моисеевич,1
моисеевка,2
моисеевтыын,2
моисей,7
моих,2
мой,23
мойбордоох,5
моймор,1
мойтохонова,1
мойтохооноптор,1
мойуор,1
мокватааҕы,1
мокровскую,1
мокша,5
мокшалар,1
мол,2
молдаван,1
молдавия,1
молдавиянан,2
молдова,9
молдовалыын,2
молдоваттан,1
молекулаларга,1
молекулалары,2
молекуляр,1
молекулярнай,4
молибден,2
моллюска,3
моллюскалар,1
моллюскалары,2
моллюскаларынан,2
моллюсктар,1
молод,3
молодая,2
молодежи,10
молодежнай,4
молодежная,2
молодежной,1
молодежный,1
молодежных,4
молодежь,4
молодец,2
молодо,1
молодого,1
молодой,1
молодость,1
молодца,2
молодые,5
молойбут,1
молоко,1
молокозавод,2
молоком,1
молокотин,1
молоо,19
молоону,2
молооруччу,1
молооҕо,1
молот,1
молотов,1
молочной,1
молочный,1
молоҥдаах,1
молукова,1
молчанов,1
мольер,1
момбаса,1
момена,1
момент,6
моменты,3
монаколыын,1
монарх,1
монархия,3
монархияны,1
монархията,2
монастырев,5
монастыревка,1
монастыревтар,4
монастырыгар,2
монах,1
монг,5
монгол,48
монголия,30
монголиялыын,2
монголияны,3
монголияттан,8
монголияҕа,22
монголлар,22
монголларга,4
монголлартан,1
монголлары,8
монголлуу,3
монголлууттан,1
монголо,1
монголоид,1
монголоидам,1
монголу,1
монгуол,4
мондоҕойдоохторун,6
мондрагон,1
мондум,1
мондьуур,1
монетнай,1
монету,1
монеты,2
моника,1
монитор,5
монитора,1
монитордар,2
монитордары,1
мониторинг,8
мониторинга,1
мониторинговай,1
монитору,2
моногамнар,1
монографическай,1
монография,3
монографиятыгар,2
монографиятынан,1
моноиспэктээкилинэн,1
монолит,3
монолитных,1
монолог,1
мономах,2
монополис,1
монополиялаах,1
